Team,Logo,42,2022,2021,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980
Colorado,,14,0,0,0,2,0,9,3,0,0,0,0,0,0,0,0,0,3,0,2,14,11,2,2,8,8,18,17,17,17,17,16,16,17,1,0,0,0,0,0,0,0,0
Louisville,,60,0,0,0,0,6,16,0,6,17,15,0,0,0,0,4,16,14,14,0,2,8,2,0,0,0,0,0,0,10,0,0,7,0,0,0,0,0,0,0,0,0,0
UNC,,26,7,4,0,0,0,6,7,2,0,0,0,1,5,6,0,0,0,0,0,0,2,0,0,1,18,16,2,14,17,8,1,0,0,0,0,1,0,0,11,11,15,16
Iowa St,,16,0,5,3,5,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
Arizona,,19,0,0,0,0,1,0,4,11,0,3,0,11,4,0,0,0,0,0,0,0,0,3,4,16,0,0,5,17,17,8,0,7,9,0,0,13,0,0,8,0,0,0
Georgia Tech,,11,0,0,0,0,0,0,4,7,0,0,8,2,15,6,2,10,9,0,0,0,13,7,17,10,3,2,0,0,0,8,6,11,0,0,0,0,1,3,0,0,0,0
Arizona St,,38,0,5,5,1,0,0,1,16,10,0,7,0,0,3,12,4,6,13,4,3,0,0,4,2,13,18,0,0,1,0,2,3,0,0,7,13,0,2,4,16,13,1
Missouri,,28,0,0,1,1,0,0,4,11,11,0,2,11,2,17,13,5,0,2,5,0,0,0,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,9
Duke,,13,0,0,0,1,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Vanderbilt,,2,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SJSU,,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIU,,14,0,0,0,0,0,0,0,0,10,4,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
